id,name,agentDefaultGrp,agentType,agentSprite,race,skin,width,height,faction,passiveId,unitclass,Lv,HP,SP,AD,AP,AR,MR,HIT,EVA,Crit,MS,WILL,MainWeapon,WEPvariations,Shield,SHDvariations,Armor,AMRvariations,Helmet,HELvariations,Accessory,ACCvariations,SubWeapon,SubWEPvariations,ReserveSetL,?,ActiveSkill:0,ActiveSkill:1,ActiveSkill:2,ActiveSkill:3,PassiveSkill,Perks1,Perks2,Perks3,Perks4,motionFlags,objFlags,AABits,ExtraSettingEv,ExtraParts,Hpreg,Spreg,AS,MoveTypeBits,AArangeMax,AArangeMin,AAframe,AAcost,AAFunction,reserve,AtkTime,AAarmorEff,AAarmorPen,AAeffect,,AIFlag,spriteOffset_x,spriteOffset_y,,,,,,,,train_speed,food,wood,stone,gold,iconsprite,spawnsound,ex_spawn_cev,Description,Lore,,,*/
nord_hersir,JOMSHERSIR,0,1,45,0,0,10,12,FAC_nord,20,0,25,1800,110,35,0,0,50,50,26,4,38,200,WEP_Draconic_Spatha,-1,SHD_jomsviking_shield,-1,AMR_Scale_Coat,-1,HEL_Nord_Fullcoif,-1,0,-1,0,-1,0,-1,0,1208,0,0,0,1|2|3|9|17|18|20,1|2|3|4|5|7,1|3|16,0,1|3,9|12|15|16|23,2|13,315,0,10,16,,64,,,,,,,,,,,,,0,0,,,,,,,,25,850,,,1350,38,,,The warrior chief of the JOMSVIKING and the strongest infantryman in the game. ^...Even after the collapse of the Empire$; which was followed by the southward expansion of the Dragons$;^ the eastern-west division of the empire$; and the invasion of the Great Nordic Army$;^these vikings remained somewhat powerful as an independent faction.^ However$; in an era without a hegemonic power$; they were naturally regarded as a danger because they were an independent force with just military power.^ Even the strongest warrior group could not afford to make enemies of all the major powers on the continent at once.^So Freya's chariots galloped$; and the berserkers of the north finally fell into the sea beyond the northern shore.,,,,
merc_cav,Mercenary Scout,15,3,46,0,0,12,13,0,0,2,4,100,10,4,0,0,0,13,0,0,10,24,WEP_Short_Spear,-1,SHD_Round_Shield,-1,AMR_Mail_Shirt,-1,HEL_Iron_Helm,-1,ACC_Sumpter_Horse,-1,0,-1,0,-1,0,0,0,0,0,13,0,6|7,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,190,50,0,0,0,13,,,A Mercenary on horseback. ^Better than no cavalry units at least.,,,,
nord_raider,Nord Raider,15,3,501,0,443,12,13,FAC_nord,0,2,7,300,15,4,0,0,0,26,4,0,15,38,WEP_Javelin,-1,SHD_Round_Shield,-1,AMR_Chain_Mail,-1,HEL_Conical_Helm,-1,ACC_Sumpter_Horse,-1,WEP_Short_Sword,-1,0,-1,0,0,0,0,0,1|2,12,6|7,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,170,75,,,,14,,,Cavalrymen of the northerners. They always go out with javelins. ^They are not very strong in fistfights.,,,,
nord_raven,Raven,0,1,48,-1,0,8,7,FAC_nord,0,3,4,65,70,14,25,5,12,30,12,0,140,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1|2|10,0,0,,,,,100,1,115000,80000,2,,1225,,,,,,,,0,0,,,,,,,,190,42,,,,0,corvus-macrorhynchos-cry1,,A great raven with magical powers used by the northerners. ^They are extremely weak$; but they are quick and have magic attacks with fast intervals between shots.,,,,
nord_nevermore,Nevermore,0,1,49,-1,0,8,7,FAC_nord,0,3,7,180,70,14,52,12,12,30,25,0,156,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1|2|10,0,0,,,,,185,1,155000,90000,1,,1225,,,,,,,,0,0,,,,,,,,180,48,,,10,0,corvus-macrorhynchos-cry1,,A more powerful raven than the one that sails from the center of the town. Note that it is still vulnerable to fire.,,,,
dra_champion,Drantzknecht,11,1,50,3,0,10,12,FAC_dra,1,0,9,280,27,0,0,-40,0,23,3,0,9,27,WEP_Zweihander,-1,0,0,AMR_Heavy_Lamellar,-1,HEL_Dragon_Helm,-1,0,-1,0,-1,0,0,0,1237,0,0,0,0,1|5,0,0,1|2|10,0,0,410,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,220,50,,,20,47,,,A sword soldier with a strength befitting the end of the militia tree. ^She wears heavy armor and a hounskull helm$; and wields a huge two-handed sword by the muscular strength of a dragon. ^They are all very powerful$; but they don't look like dragons. ^This is why they are not very popular among their own kind. ^They are very concerned about the fact that they are the only ones who are out of sync with the era in which they were modeled.,,,,
nord_vet_inf,Nord Veteran,12,3,51,0,443,10,11,FAC_nord,0,0,8,370,42,8,0,0,0,28,8,0,11,38,WEP_Throwing_Axe|WEP_Javelin,-1,SHD_Heavy_Round_Shield,2,AMR_Lamellar_Armor,-1,HEL_Coifed_Conical|HEL_Viking_Helm|HEL_Coifed_Nasal,-1,0,-1,WEP_Handaxe|WEP_Spatha,0,0,0,0,0,0,0,0,1|2|3|11|14,5|6|7|8|9|10|11|12,0,0,16|17|1|2|6,15,0,0,0,,,,64,,,,,,,,,,,,,0,0,,,,,,,,240,40,,,20,3,,,A veteran sword infantry of the Nords. ^ They're moderately skilled swordsmen$; but less powerful than Dragonic warriors such as Naskarl and Dragon Knights. ^However$; they're definitely stronger than mere lizards with weapon like Mushagon.,,,,
nord_vet_spearman,Nord Hardened Spearman,12,3,52,0,443,10,11,FAC_nord,0,0,8,380,42,5,0,0,0,28,8,0,11,38,WEP_Fighting_Spear,-1,SHD_Heavy_Round_Shield,2,AMR_Lamellar_Armor,-1,HEL_Coifed_Conical|HEL_Coifed_Nasal,-1,0,-1,0,0,0,0,0,0,0,0,0,1|2|3|11|14,5|6|7|8|9|10|11|12,0,0,16|17|1|2|6,15,0,0,0,,,,64,,,,,,,,,,,,,0,0,,,,,,,,,,,,,3,,,,,,,
siege_ram,Siege Ram,23,1,53,-1,0,48,32,0,0,5,9,3300,100,48,0,230,400,50,-49,0,59,20,0,0,SHD_Improved_Armor_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3|5|7,0,17,0,1|2|9|10|11|12,15|4,5|9,204,,,,75,0,45000,,2,0,,,,70,,,,1,0,0,,,,,,,,110,,160,,35,28,earth4,,Weapons to break down even more improved castle gates. It is no exaggeration to say that it was added only to torment ^players.,,,,
nord_totenkopf,Totenkopf,0,1,54,0,0,10,11,FAC_nord,26,1,14,950,50,0,0,0,0,55,5,0,15,60,WEP_Kar98k,-1,,,AMR_Cloth_Armor,-1,HEL_Iron_Helm,-1,0,0,0,0,0,0,,,,,0,4|9|18|12,0,2,,1|2|10,15,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_scorpion,Imperial Heavy Scorpio,24,1,55,-1,0,30,22,FAC_legion,0,5,10,750,100,192,0,80,0,68,-5,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,17,0,1,4|15|20,17,0,0,,,58,0,225000,30000,3,,1219,,,-10,55,,,,0,0,,,,,,,,115,,125,,100,33,scorpionselect,,A siege weapon that fires bolts that hit through. ^The so-called mobile ballista. ^It is more modest than a catapult$; but its projectile firepower is high enough.,,,,
imperial_greenskin,Imperial Greenskin,13,1,56,1,0,10,11,FAC_imperial,15,1,10,100,30,0,0,0,0,23,10,0,10,45,WEP_Goblin_Command_Bow,-1,0,-1,AMR_Ranger_Harness,-1,HEL_Pirates_Headscarf,-1,ACC_Snipers_Eye,-1,0,-1,0,0,0,1213,1254,1255,0,4|6|7|8|14,15,14,0,1|2|10,15,2,703,0,,,,,,,,,,,,,,,,2|3,0,0,,,,,,,,165,0,30,,40,12,,316,"Elite goblin archers belonging to the Imperial Support Forces. ^They have a vigorous morale for goblins. ^ ...They played a role similar to that of a commando unit in the modern army$; ^ performing missions that no other race could perform$; such as not only scattering troops during battles$; but also ambushing and even infiltrating the enemy's rear. ^ Among the support forces$; the special task force called ""extraordinarii"" ^ consisted of soldiers who were as well trained as the regular army$; and many of them continued to fight for the empire with pride as professional soldiers.",,,,
imperial_limitanei,Imperial Limitanei Spearman,11,3,57,0,441,10,11,FAC_imperial,0,0,5,200,18,3,0,0,0,13,2,0,5,23,WEP_Kontarion,-1,SHD_Imperial_Round_Shield,-1,AMR_Imperial_Hamata|AMR_Imperial_Hamata|AMR_Imp_Gambeson,-1,HEL_Nasal_Helm,0,0,-1,,0,0,0,0,0,0,0,0,6|11,0,0,0,16|17|1|2|6,15,0,703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,235,35,,,15,2,,316,An ordinary shield soldier in the Imperial Frontier Defense Corps. ^...After the legion$; the standing garrison army$; was reduced due to disarmament$; ^the defense of frontier areas was entrusted to the Frontier Defense Corps$; consisting of different races and local people. Their role was to delay combat until the arrival of mobile field forces$; or in other words$; to buy time. ^ For a while after the military reforms$; they did well in their frontier security duties$; but in the upheavals that followed the southward movement of the Celestial Army$; they found themselves in a difficult situation due to their lack of skill and equipment.,,,,
imperial_catapult,Imperial Siege Catapult,25,1,58,-1,0,33,20,FAC_legion,0,5,15,1050,100,268,0,80,32,50,-8,0,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,17,0,1,4|15|20,0,0,0,,,15,0,285000,125000,4,,1233,5,38,30,40,,,,0,0,,,,,,,,85,,160,,135,31,mangonelselect,,"A siege weapon that conducts high-firepower ranged attacks from a long distance. ^They are devastatingly powerful against densely-packed enemy units$;...... but are difficult to handle because ^they also engulf allies. ^If you want to operate it$; you may need to consider the composition of your army. ^It has an anti-building bonus even if the research of ""siege attack technology"" is not completed.",,,,
imperial_legion_crossbow,Imperial Legio Ballistarii,31,1,59,0,0,10,12,FAC_legion,0,1,11,500,20,0,0,0,0,28,7,0,11,30,WEP_Arbalest,-1,0,-1,AMR_Lorica_Hamata,,HEL_Mithril_Helm,-1,0,-1,0,-1,0,-1,0,0,0,0,0,2|3|5|7|8|11|17,16,0,0,1,,1,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,12,,,,,,,
imperial_golem,Imperial Armored Trooper,0,1,60,-1,0,13,14,FAC_legion,8,5,8,1350,100,50,100,88,80,55,0,0,270,50,WEP_Arcane_Spatha,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,3|5,0,17,0,1|2|12,9|13|15|20|22|26,0,,,,,,32,,,,,,,,,,,,,0,0,,,,,,,,70,,,25,80,18,earth4,,A high-mobility golem made with lots of stones. ^It is hard and fast$; but there is something subtle about it. ^...In its heyday$; the Empire operated autonomous golems$; and in later times the technology was preserved in detail in the eastern regions. ^ However$; the golems operated by the imperial army in this period were operated by goblins who rode inside and piloted the golem due to the need to cut ^costs. ^ When destroyed$; the goblins inside were worse than mincemeat.,,,,
imperial_foederati,Imperial Foederati,11,3,61,0,442,10,11,FAC_imperial,0,0,6,340,33,3,0,0,0,18,5,0,8,26,WEP_Plumbata,-1,SHD_Imperial_Oval_Shield,-1,AMR_Mail_Hauberk|AMR_Light_Scale|AMR_Mail_Hauberk|AMR_Brass_Scale|AMR_Light_Scale|AMR_Brass_Scale,-1,HEL_Imp_Spangenhelm|HEL_Plumed_Spangenhelm|HEL_Plumed_Spangenhelm|HEL_Lamellar_Helm,-1,ACC_Leather_Gloves|ACC_Leather_Gloves|0|0,-1,WEP_Spatha|WEP_Kontarion|WEP_Spatha|WEP_Handaxe|WEP_Battle_Axe|WEP_Spatha,0,0,0,0,0,0,0,0,1|2|11,5|6|7|8|9|10|11|12,0,0,16|17|1|2|6,0,0,703,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,215,35,,,25,3,,316,"Shield soldiers from the Poteetonian tribe on the imperial side$; who were reasonably well equipped and well trained. ^They always went into battle with a lightweight throwing spear called pulumbata. ^...In late antiquity$; when the Imperials began to avoid serving as a single soldier$; ^much of the military service was carried out by Poteteons of different or poorer origins. The Potetonians were by no means a monolithic people$; and even after the uprising of the Potetonian rebels$; there were some who sided with the Empire. Many of the ""imperial soldiers"" with whom the Poteetonian rebels fought were not imperialists themselves$; but rather subhumans and Poteetonians who were supposed to be their fellow citizens and were in a weak position in imperial society.",,,,
dra_joker,JOKERGON,0,1,62,3,0,13,14,FAC_dra,0,2,15,2000,35,100,60,130,55,32,-5,1,-45,-10,,,,,,,,,,,,,,,,1237,,,,5|11|12|13|14|20|3,1|3|4,19,,1|2|10,22|4|12,,0,,,,100,,20000,,0,10,,,,,10,,,,0,0,,,,,,,,65,225,,,70,64,laugh,,Abandoned by society$; they are invincible dragons with nothing left to lose. ^He has been imprisoned in a temple because of various recent incidents that have made him unfashionable. ^His very existence is like the worst joke. ^ In fact$; if you wanted to use it$; it might be quite useful as something like an war elephant.,,,,
imperial_legion_inf,Imperial Legio Legionarii,31,1,63,0,0,11,12,FAC_legion,9,0,14,750,40,10,0,0,0,35,3,0,12,40,WEP_Pilum,-1,SHD_Imperial_Scutum,-1,AMR_Lorica_Hamata,-1,HEL_Mithril_Helm,-1,0,-1,WEP_Gladius_Eternum,0,0,0,0,0,0,0,0,1|2|3|5|7|11|13,5|6|12,0,0,1|3|5|14|15,15|6|17,0,0,0,,16,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_legion_spear,Imperial Legio Lanciarii,31,1,64,0,0,11,12,FAC_legion,9,0,13,750,40,10,0,0,0,33,5,0,12,40,WEP_Imp_Hasta,-1,SHD_Imperial_Scutum,-1,AMR_Lorica_Hamata,-1,HEL_Mithril_Helm,-1,0,-1,0,0,0,0,0,0,0,0,0,1|2|3|5|7|11|13,5|6|12,0,0,1|3|5|14|15,15|6|17,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_legion_vet,Imperial Legio Evocati,31,1,65,0,0,11,12,FAC_legion,9,0,18,900,48,20,0,0,0,42,8,0,16,50,WEP_Pilum,-1,SHD_Imperial_Scutum,-1,AMR_Lorica_Hamata,-1,HEL_Imp_Guard_Helm,-1,ACC_Nullmagic_Cloak,-1,WEP_Vibro_Spatha,0,0,0,0,0,0,0,0,1|2|3|5|7|9|11|13|14|18,1|4|5|6|12,0,0,1|3|5|14|15,15|6|17,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_legion_heavy,Imperial Legio Antesignani,31,1,66,0,0,11,12,FAC_legion,9,0,16,1000,55,10,0,0,0,35,6,0,11,40,WEP_Pilum,-1,SHD_Imperial_Scutum,-1,AMR_Lorica_Segmentata,-1,HEL_Mithril_Helm,-1,0,-1,WEP_Gladius_Eternum,0,0,0,0,0,0,0,0,1|2|3|5|7|11|13,5|6|12,0,0,1|3|5|14|15,15|6|17,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_legion_centurion,Imperial Legio Centurio,31,1,67,0,0,11,12,FAC_legion,10,0,25,1850,70,35,0,85,0,50,10,0,16,70,WEP_Pilum,-1,SHD_Imperial_Scutum,-1,AMR_Lorica_Segmentata,-1,HEL_Imp_Guard_Helm,-1,ACC_Nullmagic_Cloak,-1,WEP_Vibro_Spatha,0,0,0,0,0,0,0,1231,1|2|3|5|7|9|11|12|13|14|15|18|20,1|2|3|4|5|6|12,1|3|16,0,1|3|5|14|15,15|6|17|23,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_legion_banner,Imperial Legio Signifer,31,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
poteton_hedgeknight,Poteton Foot Knight,12,3,69,0,442,10,11,FAC_poteton,0,0,10,350,48,10,0,0,0,30,8,0,18,50,WEP_Great_Sword|WEP_Great_Axe|WEP_Sledgehammer,-1,0,-1,AMR_Lamellar_Harness,-1,HEL_Full_Helm|HEL_Conical_Full_Helm,-1,0,-1,0,0,0,0,0,0,0,0,0,2|3|18,01|02|05|7|8|9,0,0,1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,100,75,,,25,8,,,The Potatoes$; a powerful tribe of people who joined the rebel army in search of freedom. Unable to maintain their horses due to heavy taxes imposed by the empire$; they fight on dismounted horses. They are able to maintain their weapons and armor on their own$; so their costs are kept low compared to their abilities. They do not have the advanced equipment of the imperial army$; nor do they have the faith of the northerners$; who are more frenzied in their struggles. They have only a simple set of knightly equipment$; the will to fight for freedom$; and pride$; but that is more than enough to be a waste stone for the dragon tribe.,,,,
townsman,Townsman,0,9,70|1071|6072|6072,0,0,10,11,0,0,9,1,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,278,,,,,,,,,,,,,,,,,,0,0,,,,,,,,250,30,0,0,0,0,cursor21,,Human workers. ^Anything but combat can be done to a certain extent.,,,,
dra_hero_orthunass,Orthunass Nasun Solanum,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_dratrooper,Imperial Auxilia Dratrooper,0,1,72,3,0,10,12,FAC_dra,1,2,12,1000,63,5,50,60,43,26,4,0,24,25,WEP_Spatha,-1,SHD_Round_Shield,-1,AMR_Dragon_Bikini,,HEL_Dra_Crest,,,,,,,,0,1237,0,1208,0,1|2|3|6,1|2|3|5,0,0,1|2|3,0,0,,,,,,1,,,,,,,,,,,,,0,0,,,,,,,,110,120,,,140,35,,,A degraded version of Dragonaskarl. ^No more$; no less. ^ Although they're degraded version of Dragonic elite troop$; ^still they can be surprisingly useful if the cataphracts are not ready in time.,,,,
imperial_mage,Imperial Theurgia Field Mage,0,1,73,0,0,10,11,FAC_imperial,0,3,11,150,115,0,78,35,150,0,0,0,12,35,0,0,0,0,AMR_Scholae_Robe,0,HEL_Wing_Hat,0,0,0,0,0,0,0,1229,1232,,,,,,11,,1|2,15,0,0,0,,,50,,140000,0,2,14,1267,,,,,,,,0,0,,,,,,,,95,25,,,200,59,,,A wizard who can unleash a wide range of destructive magic and also perform healing role. ^...The Imperial Legion employed sorcerers as regular soldiers.^But by the time of the southward advance of the Orthunass' Army$; ^the number of sorcerers actually serving in the army was considerably reduced.,,,,
harpy_scout,Harpy Scout,0,1,74,-1,0,10,12,0,0,2,3,200,90,50,25,55,50,55,30,1,210,55,,,,,,,,,,,,,,,1269,,,,,,,,,1|2|10,,0,,,,10,80,1,20000,,1,7,,,,,,,,,0,0,,,,,,,,200,55,,,0,41,wind1,,A scout of the Harpy tribe$; rich in mobility. ^...not suited for direct combat. ^...As a winged race$; the Harpies had excellent eyesight and were welcomed as excellent scouts by all forces. ^They continued to serve as scouts in later generations.,,,,
imperial_minotaur,Imperial Auxilia Minotaur,12,3,75,6,0,12,12,FAC_imperial,0,0,8,350,50,0,0,0,0,33,2,1,15,30,WEP_Minotaur_Maul,-1,0,-1,AMR_Imperial_Hamata|AMR_Imp_Gambeson,0,0,0,0,0,0,0,0,0,0,1208,0,0,0,5,8,0,0,16|17|1|2|6,0,0,703,0,,10,,,,,,,,,,,,,,,0,0,,,,,,,,195,45,30,,,7,,316,A Minotaur soldier crushing an enemy with a two-handed hammer. ^Their firepower alone is tremendous. ^But they are slow in movement and attack$; and since they do not wear armor$; they will kill a dog if handled carelessly. ^He's a bull.,,,,
imperial_aux_archer,Imperial Auxilia Archer,13,1,18,1,0,10,11,0,0,1,3,0,8,0,0,0,0,15,5,0,5,10,WEP_Hunting_Bow,-1,0,-1,AMR_Linen_Tunic,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,15,0,0,1|2,0,0,703,0,,10,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,10,,316,,,,,
imperial_hero_misoctius,Misoctius,0,3,77,0,0,13,13,FAC_imperial,11,2,24,1000,55,12,0,-20,0,50,21,0,16,70,WEP_Vibro_Contos,,,,AMR_Lorica_Squamata,,HEL_Cataphract_Helm,,ACC_Imperial_Charger,,WEP_Vibro_Spatha,,,,1238,,,,1231,2|3|5|9|10,6,6|7|16|19,,16|17|1|2|6,6|15|23,1,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,38,,,,,,,
imperial_hero_ghurkag_1,Ghurkag the Humble Shield,0,3,405,2,0,12,12,FAC_imperial,0,0,15,1600,140,45,0,150,0,44,2,1,65,70,WEP_Masakari_Splitter,-1,0,,AMR_O-yoroi,-1,HEL_Dai-Samourai_Kabuto,-1,0,-1,0,0,0,0,0,,1241,,1231,5|9|11|12|17|20|3,7|1|4,11|16|17,0,1|2,15,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_hero_ghurkag_2,Ghurkag the Humble Shield,0,4,405,2,0,12,12,FAC_imperial,0,0,15,1600,140,45,0,150,0,44,2,1,65,70,WEP_Masakari_Splitter,-1,0,,AMR_Scale_Coat,-1,HEL_Cataphract_Helm,-1,ACC_Metal_Pauldron,-1,0,0,0,0,0,,1241,,1231,5|9|11|12|17|20|3,7|1|4,11|16|17,0,1|2,15,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_hero_zulgar,Zulgar,0,3,0,1,0,10,11,FAC_imperial,0,1,12,550,50,15,0,0,15,40,30,1,35,40,WEP_Yumi_Bow,-1,0,-1,AMR_Gusoku,-1,HEL_Sabusamme_Hat,-1,ACC_Goblin_Wolf,-1,WEP_Katana,0,0,0,0,0,1254,1214,,7|8|13|14|11|18,2|3|4|5|6|12|15,6|7|8|9,,16|17|1|2|6,0,0,,,,40,60,0,265000,0,3,,1219,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,
imperial_finalweapon,Imperial Mobile Armor ,0,1,81,-1,0,70,50,FAC_legion,8,5,60,9999,600,100,100,800,888,100,-10,0,50,100,,,,,,,,,,,,,,,1276,,,,1291,,,,,,,,,,,3,,,,,,,,,,,,,,,0,0,,,,,,,,12,1000,3000,6000,4500,0,,,A general-purpose humanoid decisive weapon. ^...now the old Altipia$; the steel fist impelling the heavens^ to defeat the deformed demon god$; light the fire with your resources! ^I don't have any particular achievements or anything like that when I worked so hard to get them out.,,,,
imperial_comitatenses_crossbow,Imperial Ballistarii Comitatenses,31,3,0,0,441,10,11,FAC_imperial,0,1,11,150,20,0,3,0,0,28,7,0,11,32,WEP_Arbalest,-1,0,-1,AMR_Imp_Gambeson,,HEL_Imp_Ridge_Helm,-1,0,-1,0,-1,0,-1,0,0,0,0,0,2|3|5|7|8|11|17,16,0,0,16|17|1|2|6,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,115,,45,,55,12,,,,,,,
imperial_elite_cav,Imperial Equites Promotii,15,3,0,0,441,10,11,FAC_imperial,0,0,10,400,35,10,3,28,0,33,12,0,10,38,WEP_Javelin,-1,SHD_Imperial_Oval_Shield,-1,AMR_Brass_Scale|AMR_Lamellar_Armor|AMR_Brass_Scale,-1,HEL_Plumed_Spangenhelm|HEL_Imp_Ridge_Helm|HEL_Imp_Ridge_Helm|HEL_Imp_Guard_Helm,-1,ACC_Imperial_Hunter|ACC_Courser,-1,WEP_Paramerion|WEP_Winged_Mace,0,0,0,0,0,0,0,0,2|3|11|13,5|6|9|12,6|7,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,155,80,0,0,8,15,,,An elite light cavalry of the Imperial Army.^ They are capable of rivaling the heavy cavalry of other armies.,,,,
imperial_horse_archer,Imperial Equites Sagittarii,17,3,0,0,441,10,11,FAC_imperial,0,0,8,225,30,10,0,0,0,28,6,0,10,31,WEP_Compound_Bow,-1,0,-1,AMR_Light_Scale|AMR_Brass_Scale|AMR_Lamellar_Armor|AMR_Lamellar_Armor|AMR_Cloaked_Hauberk|AMR_Brass_Scale,-1,HEL_Plumed_Spangenhelm,,ACC_Courser,-1,WEP_Paramerion,0,3,0,0,0,0,0,0,2|10|11,5|15,6|7|8,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,155,,40,,60,21,,,An imperial cavalry archer. ^ They are heavily armed as cavalry$; but they do not have the technique of Parthian shot.^So they cannot use the skirmish tactics.^ Use them as a solid bowman with high mobility.,,,,
imperial_cav,Imperial Equites,15,3,0,0,441,10,11,FAC_imperial,0,0,6,275,30,5,0,8,0,24,4,0,10,31,WEP_Menavlion|WEP_Spatha|WEP_Menavlion|WEP_Spatha,-1,SHD_Imperial_Oval_Shield,-1,AMR_Light_Scale|AMR_Light_Scale|AMR_Lamellar_Armor|AMR_Lamellar_Armor|AMR_Imperial_Hamata,-1,HEL_Nasal_Helm,,ACC_Sumpter_Horse|ACC_Courser,-1,0,0,0,0,0,0,0,0,0,2|13,5|6,6|7,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,170,80,0,0,0,14,,,The Imperial Guard's light cavalry. They may have weapons capable of ranged attacks.,,,,
imperial_guard,Imperial Palatina Guard,12,3,119,0,0,10,11,FAC_imperial,12,0,11,540,60,15,0,0,0,38,15,1,6,48,WEP_Rhomphaia,-1,0,-1,AMR_Heavy_Lamellar|AMR_Scale_Coat|AMR_Heavy_Lamellar|AMR_Lorica_Squamata|AMR_Scale_Coat,-1,HEL_Imp_Guard_Helm,-1,ACC_Power_Bangle|ACC_Snipers_Eye|ACC_Amulet,-1,0,0,0,0,0,0,0,0,1268,2|3|5|9|11|14|18,1|4|5|6|10|19,11,0,16|17|1|2|6,15,0,314,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,134,0,45,0,55,8,,,Imperial Guard guardsmen. ^It is a purely reinforced version of the rank-and-file soldier. ^But the timing of production makes it difficult to determine whether they can play an active role or not.,,,,
imperial_comitatenses_shield,Imperial Legio Comitatenses,31,3,117|120,0,441,10,11,FAC_imperial,12,0,10,450,49,10,0,0,0,29,13,0,6,44,WEP_Pilum,-1,SHD_Imp_Hvy_Oval_Shield,-1,AMR_Scale_Coat|AMR_Heavy_Lamellar|AMR_Heavy_Lamellar,-1,HEL_Imp_Ridge_Helm|HEL_Legio_Ridge|HEL_Imp_Ridge_Helm|HEL_Imp_Ridge_Helm,-1,ACC_Imperial_Cloak|0,-1,WEP_Battle_Axe|WEP_Battle_Axe|WEP_Imperial_Spatha|WEP_Imperial_Spatha|WEP_Imperial_Spatha|WEP_Arcane_Spatha,0,0,0,0,0,0,0,1268,1|2|3|5|11|13|14,5|6|7|8|9|10|11|12,11,0,16|17|1|2|6,15,0,314,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,135,45,0,0,40,4,,,Shield soldiers who are in the front line of the Mobile Field Army's infantry battle line. ^ Since it has a movement speed buff when not in combat$; it can be deployed quickly. ^...Much of the advanced magical technology that once made the Imperial Army the world's strongest fighting force has been lost in this era$; and their equipment$; though of high quality$; is not particularly special. ^However$; they were still composed of professional soldiers and were still a uniquely highly disciplined fighting force.,,,,
